concordância_top1,concordância_top2,concordância_top3,definição_curta,nro_de_crianças_que_analisaram,palavra_dificil,pos_tag,scores_do_ranqueamento,sentença,sinônimos_anotados,sinônimos_ranqueados,spearman,termo_técnico,área_conhecimento,AoA,AoA_zipf,Concretenes,Concretenes_zipf,Imagery,Imagery_zipf,LM-News_log10,LM-News_log10_lemma,Subjective Frequency,Subjective Frequency_zipf,cd_jdp,cd_jdp_lema,cd_jdp_lema_zipf,cd_jdp_zipf,chars,chars_lemma,chars_lemma_zipf,chars_zipf,freq_guten,freq_guten_lemma,freq_guten_lemma_zipf,freq_guten_zipf,freq_jdp,freq_jdp_lemma,freq_jdp_lemma_zipf,freq_jdp_zipf,hypernyms,hypernyms_zipf,hyponyms,hyponyms_zipf,syllables,syllables_lemma,syllables_lemma_zipf,syllables_zipf,synsets,synsets_lemma,synsets_lemma_zipf,synsets_zipf
0.0,0.0,0.0,"Nomear; escolher alguém para um cargo, tarefa, função.",0,designa,V,,"Em referência a ela surgiu o nome , que *designa* o gênero de aves a que pertence a andorinha-azul .","['significar', 'intitular', 'qualificar', 'titular', 'chamar', 'apelidar', 'denominar', 'nominar', 'caracterizar']",,0.0,False,,7.31,3.91960102378411,2.87,3.58771096501891,3.4,3.64345267648619,-5.31321096420288,-5.31321096420288,4.04,3.70243053644553,0.0026364210584132,0.0026364210584132,3.00114347643642,3.00114347643642,8,8,3.95424250943932,3.95424250943932,34,0,3,4.54406804435028,99,0,3,5.0,0,3,0,3,3,3,3.60205999132796,3.60205999132796,0,0,3.0,3.0
0.0,0.0,0.0,"Qualidade de vizinho, próximo de casa.",0,vizinhança,N,,"O passaporte para o passeio pela nossa *vizinhança* cósmica custa apenas duas ou três folhas usadas de papel ofício , pedacinhos de papel alumínio e barbante .","['proximidade', 'circunvizinhança', 'imediação', 'arredores', 'proximidades', 'imediações']",,0.0,False,,6.67,3.88479536394898,4.06,3.7041505168398,3.76,3.67760695272049,-5.12683486938477,-5.12683486938477,3.53,3.65609820201283,0.00985911624969104,0.00985911624969104,3.00426079031427,3.00426079031427,6,6,3.84509804001426,3.84509804001426,17,0,3,4.25527250510331,423,0,3,5.62736585659273,0,3,0,3,3,3,3.60205999132796,3.60205999132796,8,8,3.95424250943932,3.95424250943932
0.0,0.0,0.0,Aptidão ou competência para gerir sua própria vida.,0,autonomia,N,,"Com o passar do tempo , o governo russo reduziu sua *autonomia* e eles se transformaram em regimentos de soldados .","['soberania', 'liberdade', 'autossuficiência', 'emancipação', 'autogoverno', 'independência']",,0.0,False,,6.93,3.8992731873176,3.32,3.63548374681491,3.6,3.66275783168157,-6.08569192886353,-6.43062210083008,3.63,3.66558099101795,2.74627193584709e-05,0.0021695548293192,3.00094120506135,3.00001192674371,7,6,3.84509804001426,3.90308998699194,9,0,3,4.0,1,0,3,3.30102999566398,0,3,0,3,2,2,3.47712125471966,3.47712125471966,0,3,3.60205999132796,3.0
0.0,0.0,0.0,"Conformidade, igualdade de opiniões, pensamentos, sensações ou sentimentos.",0,consenso,N,,"Se a existência do tão falado ponto G feminino não é *consenso* , o masculino é defendido por ainda menos gente .","['harmonia', 'conformidade', 'unanimidade', 'consonância', 'acordo', 'concordância', 'entendimento']",,0.0,False,,7.4,3.92427928606188,3.15,3.61804809671209,3.16,3.61909333062674,-5.8562970161438,-5.63572311401367,4.46,3.73719264270474,0.00167522588086672,0.00200477851316837,3.00086979266591,3.00072693263768,8,7,3.90308998699194,3.95424250943932,8,0,3,3.95424250943932,68,0,3,4.83884909073726,0,3,0,3,3,3,3.60205999132796,3.60205999132796,0,5,3.77815125038364,3.0
0.0,0.0,0.0,Qualidade de potente; poder; força; vigor.,0,potência,N,,"Basicamente , o país precisou se tornar uma *potência* econômica e militar .","['soberania', 'dominação', 'domínio', 'poderio', 'superioridade', 'comando', 'mando', 'autoridade', 'supremacia', 'império']",,0.0,True,"Mecânica, Matemática, Filosofia, Religião católica",6.77,3.89042101880091,2.72,3.5705429398819,3.08,3.61066016308988,-4.7905101776123,-4.7905101776123,3.66,3.66838591669,0.0183176338121001,0.0183176338121001,3.00788326434205,3.00788326434205,8,8,3.95424250943932,3.95424250943932,19,0,3,4.30102999566398,845,0,3,5.92737036303902,0,3,0,3,3,3,3.60205999132796,3.60205999132796,4,4,3.69897000433602,3.69897000433602
0.0,0.0,0.0,Tornar mais amplo; alargar.,0,expansão,N,,"Além disso , objetos frios , como planetas , emitem infravermelho e , para enxergar objetos distantes no Universo , também é preciso utilizar essa forma de luz , pois esses corpos celestes ficam `` avermelhados” devido à *expansão* do Universo .","['expandimento', 'prolongamento', 'crescimento', 'dilatação', 'avolumamento', 'alargamento', 'aumento', 'amplificação', 'ampliação']",,0.0,False,,6.49,3.87448181769947,3.81,3.68214507637383,4.18,3.71432975974523,-5.92198896408081,-5.92198896408081,3.28,3.63144376901317,0.00552000659105265,0.00552000659105265,3.00239071607215,3.00239071607215,9,9,4.0,4.0,8,0,3,3.95424250943932,218,0,3,5.34044411484012,0,3,0,3,4,4,3.69897000433602,3.69897000433602,1,1,3.30102999566398,3.30102999566398
0.0,0.0,0.0,"Ação de avançar, de marchar adiante.",0,avanços,N,,"Pense bem : será que , sem a anestesia , a maioria dos nossos *avanços* na medicina seria possível ?","['progresso', 'progresso', 'desenvolvimento', 'evolução', 'crescimento', 'ascensão', 'progressão']",,0.0,False,,8.04,3.95616843047536,3.42,3.64542226934909,3.94,3.69372694892365,-6.64068984985352,-6.36215114593506,3.23,3.62634036737504,0.00211462939060226,0.00590448466207124,3.00255674438434,3.00091740223424,7,7,3.90308998699194,3.90308998699194,1,0,3,3.30102999566398,96,0,3,4.98677173426625,0,3,0,3,3,3,3.60205999132796,3.60205999132796,0,1,3.30102999566398,3.0
0.0,0.0,0.0,"Ação de divulgar, de tornar público, de difundir e propagar alguma coisa.",0,divulgação,N,,"Em materiais de *divulgação* , o bezerrinho segura uma placa em que aparece escrito : `` Vá tomar o leite da sua mãe !","['difusão', 'espalhamento', 'propagação', 'voga', 'exposição', 'comunicação', 'disseminação', 'publicidade', 'vulgarização', 'publicação', 'propalação', 'propaganda']",,0.0,False,,7.31,3.91960102378411,2.87,3.58771096501891,3.4,3.64345267648619,-5.34375715255737,-5.31321096420288,4.04,3.70243053644553,0.00063164254524483,0.0026364210584132,3.00114347643642,3.00027423227266,9,8,3.95424250943932,4.0,30,0,3,4.49136169383427,23,0,3,4.38021124171161,0,3,0,3,3,3,3.60205999132796,3.60205999132796,0,0,3.0,3.0
0.0,0.0,0.0,"agonia, aflição, angústia.",0,ansiedade,N,,A noiva não esconde a *ansiedade* : `` Ele é o amor da minha vida” .,"['inqueitação', 'anseio', 'aspiração', 'ofego', 'sofreguidão', 'anelo', 'anelação', 'desejo', 'ambição']",,0.0,False,,7.64,3.93651374247889,4.91,3.77158748088126,4.72,3.75739602879302,-6.26966619491577,-6.26966619491577,3.53,3.65609820201283,0.00175761403894214,0.00175761403894214,3.00076265205061,3.00076265205061,11,11,4.07918124604763,4.07918124604763,29,0,3,4.47712125471966,68,0,3,4.83884909073726,0,3,0,3,4,4,3.69897000433602,3.69897000433602,2,2,3.47712125471966,3.47712125471966
0.0,0.0,0.0,Especialista em zoologia; zoologista.,2,zoólogo,N,"[1.0, 2.0]","Esse bicho esquisito – que , daqui em diante , chamarei de T. adhaerens – foi descoberto no Mar Adriático pelo *zoólogo* alemão Franz Schulze , e ganhou seu nome em 1883 .",['zoologista'],"['zoólogo', 'zoologista']",-1.0,False,,3.04,3.6063813651106,4.17,3.71349054309394,4.32,3.72591163229505,-6.18374013900757,-6.97343397140503,4.32,3.72591163229505,0.124900447642326,0.000109850877433883,3.00004770500973,3.05111408960057,7,8,3.95424250943932,3.90308998699194,3,0,3,3.60205999132796,6834,0,3,6.83473851890384,0,3,0,3,3,3,3.60205999132796,3.60205999132796,4,1,3.30102999566398,3.69897000433602
0.0,0.0,0.0,"Ação ou efeito de girar, dar volta.",2,giro,N,"[0.0, 2.0, 3.0, 4.0]","Sua queda após o *giro* emite sons úteis na comunicação desta espécie , que costuma andar em grupos grandes , com cerca de 2 mil indivíduos .","['circuito', 'volta', 'rotação']","['giro', 'rotação', 'volta', 'circuito']",0.4,True,"Jogos, Geometria",6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-6.39100408554077,-6.16869592666626,3.19475961896256,3.62270707859755,0.00461373685222311,0.00903523466893692,3.00390633170283,3.00199911230485,8,7,3.90308998699194,3.95424250943932,2,0,3,3.47712125471966,197,0,3,5.29666519026153,0,3,0,3,3,3,3.60205999132796,3.60205999132796,0,3,3.60205999132796,3.0
0.0,0.0,0.0,"Nomear; escolher alguém para um cargo, tarefa, função.",0,designa,V,,Altahmam em árabe *designa* um tipo de tristeza profunda,"['denominar', 'significar']",,0.0,False,,5.84,3.83505610172012,3.86,3.68663626926229,3.78,3.67942789661212,-4.82617998123169,-4.1371169090271,4.84,3.7664128471124,0.00815642764946585,0.0452860242221185,3.01923514379125,3.00352792337358,11,10,4.04139268515823,4.07918124604763,51,0,3,4.7160033436348,319,0,3,5.50514997831991,0,3,0,3,5,4,3.69897000433602,3.77815125038364,0,3,3.60205999132796,3.0
0.0,0.0,0.0,"Ato ou efeito de contribuir, de colaborar.",0,contribuição,N,,A *contribuição* dos negros na nossa cultura não foi apenas na religião .,"['achega', 'aporte', 'contributo', 'subsídio', 'apoio', 'ajuda', 'cooperação', 'auxílio', 'colaboração', 'reforço']",,0.0,False,,5.56,3.81690383937566,4.39,3.73158876518674,4.79,3.76267856372744,-5.11267280578613,-5.11267280578613,3.75,3.67669360962487,0.040068107544009,0.040068107544009,3.0170617794546,3.0170617794546,5,5,3.77815125038364,3.77815125038364,53,0,3,4.73239375982297,3064,0,3,6.48643047885443,0,3,0,3,2,2,3.47712125471966,3.47712125471966,1,1,3.30102999566398,3.30102999566398
1.0,0.0,0.0,Quem estuda a história.,2,historiador,N,"[0.0, 2.0, 3.0]","O jogo foi desenvolvido pelo *historiador* Laurentino Gomes , autor dos livros 1808 e 1822 , sobre a história do nosso país .","['historiógrafo', 'cronista']","['historiógrafo', 'historiador', 'cronista']",-1.0,False,,7.03,3.90471554527868,3.11,3.61384182187607,2.94,3.59549622182557,-5.63290977478027,-5.63290977478027,3.9,3.69019608002851,0.00153791228407437,0.00153791228407437,3.00066739375354,3.00066739375354,9,9,4.0,4.0,9,0,3,4.0,64,0,3,4.81291335664286,0,3,0,3,4,4,3.69897000433602,3.69897000433602,4,4,3.69897000433602,3.69897000433602
0.0,0.0,0.0,"Quem segue ou defende os preceitos de uma religião, de uma organização, de um clube esportivo, de uma ideologia ou doutrina.",0,adeptos,N,,"Hoje , a religião já tem cerca de 1,3 bilhão de *adeptos* .","['sectário', 'cultor', 'correligionário', 'aderente', 'simpatizante', 'assecla', 'caudatário', 'seguidor', 'partidário', 'apoiante', 'comungante', 'sequaz', 'fiel', 'professante']",,0.0,False,,7.57,3.9329808219232,2.92,3.59328606702046,2.98,3.59988307207369,-5.247878074646,-5.32794284820557,3.61,3.66370092538965,0.00181253947765908,0.000796418861395655,3.00034574265707,3.00078646336055,11,12,4.11394335230684,4.07918124604763,19,0,3,4.30102999566398,69,0,3,4.84509804001426,0,3,0,3,5,5,3.77815125038364,3.77815125038364,0,2,3.47712125471966,3.0
1.0,1.0,1.0,Ato ou efeito de disparar; detonação; tiro.,1,disparo,N,"[0.0, 1.0, 3.0, 4.0]","Cerca de 25 segundos após o *disparo* , a bala volta , a uns 250 km/h .","['detonação', 'escape', 'impacto', 'tiro']","['impacto', 'disparo', 'escape', 'detonação']",1.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-4.93446111679077,-4.60385322570801,3.19475961896256,3.62270707859755,0.00417433334248757,0.0115892675692747,3.0050042130605,3.00180911662986,12,11,4.07918124604763,4.11394335230684,3,0,3,3.60205999132796,198,0,3,5.29885307640971,0,3,0,3,5,5,3.77815125038364,3.77815125038364,0,1,3.30102999566398,3.0
0.0,0.0,0.0,"Entregar, enviar ao destino.",2,expedições,N,"[1.0, 2.0, 3.0]",Os safáris são *expedições* de caça .,"['viagem', 'jornada']","['viagens', 'expedições', 'jornadas']",-0.5,False,,6.91,3.89817648349768,3.14,3.6170003411209,3.55,3.65801139665711,-5.47193193435669,-5.47193193435669,3.82,3.68304703823885,0.00991404168840799,0.00991404168840799,3.00428441060535,3.00428441060535,9,9,4.0,4.0,19,0,3,4.30102999566398,406,0,3,5.60959440922522,0,3,0,3,3,3,3.60205999132796,3.60205999132796,1,1,3.30102999566398,3.30102999566398
0.0,0.0,0.0,"Coisas, o que é contável.",0,itens,N,,"Dividindo espaço com eles , vários *itens* vão entrando e saindo , como em uma","['ponto', 'parcela', 'objeto', 'unidade', 'parte', 'mercadoria', 'tópico', 'produto', 'elemento']",,0.0,True,Direito,7.9,3.94939000664491,4.43,3.73479982958885,4.21,3.71683772329952,-6.69375801086426,-6.81678104400635,3.33,3.63648789635337,0.000357015351660121,0.00107104605498036,3.00046490047105,3.00015502212619,10,9,4.0,4.04139268515823,14,0,3,4.17609125905568,15,0,3,4.20411998265593,0,3,0,3,4,4,3.69897000433602,3.69897000433602,0,1,3.30102999566398,3.0
0.0,0.0,0.0,"Que é do mal, inimigo.",0,vilão,N,,"A animação conta a história da origem dos Minions , antes de eles encontrarem Gru , o *vilão* que lidera a turma em `` Meu Malvado Favorito '' .","['malvado', 'vil', 'desprezível']",,0.0,False,,6.89,3.89707700320942,4.53,3.7427251313047,4.49,3.73957234445009,-6.68463897705078,-6.68463897705078,3.31,3.63447727016073,0.00378985527146898,0.00378985527146898,3.0016428022029,3.0016428022029,7,7,3.90308998699194,3.90308998699194,12,0,3,4.11394335230684,157,0,3,5.19865708695442,0,3,0,3,3,3,3.60205999132796,3.60205999132796,3,3,3.60205999132796,3.60205999132796
0.0,0.0,0.0,"Ação de emitir, de produzir, de transmitir.",0,emissão,N,,"Nesse estágio , em vez de servir para o namoro , a *emissão* de luz pode servir como um mecanismo de defesa , para confundir os predadores .","['projeção', 'difusão', 'lançamento', 'segregação', 'espalhamento', 'ejeção', 'soltura', 'exalação', 'expulsão', 'erupção', 'derrame', 'irradiação', 'emanação', 'desprendimento']",,0.0,True,"Física, Finanças, Telecomunicações, Geologia",4.38,3.73078227566639,3.8,3.68124123737559,4.16,3.71264970162721,-6.21433877944946,-6.21433877944946,4.53,3.7427251313047,0.121522533161234,0.121522533161234,3.04980800366957,3.04980800366957,7,7,3.90308998699194,3.90308998699194,31,0,3,4.50514997831991,5905,0,3,6.77129344262906,0,3,0,3,3,3,3.60205999132796,3.60205999132796,1,1,3.30102999566398,3.30102999566398
0.0,0.0,0.0,"Ação ou efeito de reeditar, editar novamente.",2,reedição,N,"[1.0, 2.0, 3.0]",Esta é uma *reedição* do texto publicado na .,"['reescrita', 'relançamento']","['relançamento', 'reedição', 'reescrita']",-1.0,False,,5.65,3.8228216453031,3.56,3.65896484266444,4.05,3.70329137811866,-5.72914505004883,-5.72914505004883,4.05,3.70329137811866,0.019828083376816,0.019828083376816,3.00852696712121,3.00852696712121,7,7,3.90308998699194,3.90308998699194,31,0,3,4.50514997831991,1024,0,3,6.01072386539177,0,3,0,3,3,3,3.60205999132796,3.60205999132796,3,3,3.60205999132796,3.60205999132796
1.0,1.0,1.0,"Ação de avançar, de marchar adiante.",2,avanço,N,"[0.0, 1.0, 2.0]","O tatu-bola está na lista de ameaçados de extinção devido ao *avanço* do desmatamento na região , no norte e o nordeste do país , e o hábito local de caçar o animal para o consumo na alimentação .","['aumento', 'crescimento']","['avanço', 'aumento', 'crescimento']",1.0,False,,8.22,3.96473092105363,3.31,3.63447727016073,3.7,3.67209785793572,-4.97107219696045,-5.67681407928467,3.17,3.62013605497376,0.00285612281328097,0.00170268860022519,3.00073883943508,3.00123863037801,10,9,4.0,4.04139268515823,82,0,3,4.91907809237607,116,0,3,5.06818586174616,0,3,0,3,4,4,3.69897000433602,3.69897000433602,0,1,3.30102999566398,3.0
0.3333333333,0.0,0.0,"Ação ou efeito de prevenir, agir por antecipação.",3,prevenção,N,"[1.0, 2.0, 3.0]",A melhor forma de combater essas doenças é a *prevenção* .,"['cuidado', 'precaução']","['precaução', 'cuidado', 'prevenção']",0.1666666667,False,,6.84,3.89431606268444,2.78,3.57749179983723,3.34,3.63748972951251,-5.62981700897217,-4.85614585876465,4.86,3.76789761601809,0.0116441930079917,0.0369373575371433,3.01575252100072,3.00502779295419,14,13,4.14612803567824,4.17609125905568,20,0,3,4.32221929473392,438,0,3,5.64246452024212,0,3,0,3,5,5,3.77815125038364,3.77815125038364,0,3,3.60205999132796,3.0
0.0,0.0,0.0,Estar em exercício mútuo com alguma coisa.,0,interagir,V,,O local é um museu de arte contemporânea onde adultos e crianças podem *interagir* com as obras .,"['inter-relacionar-se', 'exercer interação', 'relacionar-se', 'comunicar-se']",,0.0,False,,7.45,3.92685670894969,3.33,3.63648789635337,3.34,3.63748972951251,-4.73249387741089,-4.73249387741089,4.48,3.73878055848437,0.00266388377777167,0.00266388377777167,3.00115537181932,3.00115537181932,8,8,3.95424250943932,3.95424250943932,63,0,3,4.80617997398389,107,0,3,5.03342375548695,0,3,0,3,3,3,3.60205999132796,3.60205999132796,4,4,3.69897000433602,3.69897000433602
0.0,0.0,0.0,"Ação de treinar, de se preparar para disputas, torneios ou competições esportivas; treino.",0,treinamento,N,,"Para participar do `` MasterChef Júnior '' , todas as crianças tiveram *treinamento* de segurança .","['ensaio', 'trenamento', 'capacitação', 'adestramento', 'treino', 'exercício', 'preparação', 'treno', 'treinagem', 'adestração', 'prática']",,0.0,False,,6.61,3.88138465677057,3.22,3.62531245096167,3.56,3.65896484266444,-4.32891607284546,-4.32891607284546,4.64,3.75127910398334,0.0170268860022519,0.0170268860022519,3.00733243403197,3.00733243403197,6,6,3.84509804001426,3.84509804001426,91,0,3,4.96378782734556,703,0,3,5.84757265914211,0,3,0,3,2,2,3.47712125471966,3.47712125471966,2,2,3.47712125471966,3.47712125471966
0.3333333333,0.0,0.0,"Qualidade de vizinho, próximo de casa.",3,vizinhança,N,"[1.0, 2.0, 3.0, 4.0, 5.0]","Depois que você estiver craque em trabalhar com escala , use a imaginação para fazer o mapa da sua *vizinhança* .","['circunvizinhança', 'proximidades', 'imediações', 'arredores']","['proximidade', 'vizinhança', 'arredor', 'imediação', 'circunvizinhança']",0.0333333333,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-6.78014087677002,-6.49924802780151,3.19475961896256,3.62270707859755,0.00170268860022519,0.00464119957158158,3.00201098427516,3.00073883943508,10,9,4.0,4.04139268515823,2,0,3,3.47712125471966,64,0,3,4.81291335664286,0,3,0,3,4,4,3.69897000433602,3.69897000433602,0,2,3.47712125471966,3.0
1.0,1.0,1.0,Aquilo utilizado para medir.,1,medidores,N,"[1.0, 2.0, 3.0, 4.0]","O Instituto Nacional de Pesquisas Espaciais Inpe mantém vários *medidores* de radiação UV-B em vários pontos do Brasil e em países vizinhos , para estudar seus efeitos .","['monitores', 'contador', 'registrador']","['medidores', 'registradores', 'monitores', 'contadores']",1.0,False,,7.42,3.92531209149965,4.32,3.72591163229505,4.08,3.70586371228392,-4.5423150062561,-4.5423150062561,4.7,3.75587485567249,0.0692609782220635,0.0692609782220635,3.02908371790176,3.02908371790176,12,12,4.11394335230684,4.11394335230684,167,0,3,5.22530928172586,3774,0,3,6.57691695596521,0,3,0,3,5,5,3.77815125038364,3.77815125038364,3,3,3.60205999132796,3.60205999132796
